time,animal,pellets,motorTurns,battery,delay,protocol
1687172739,526,01,00,00,01,linea_basal
1687172770,526,02,00,04,15,linea_basal
1687172793,526,03,00,04,15,linea_basal
1687176863,526,04,00,04,15,linea_basal
1687178287,526,05,00,04,15,linea_basal
1687187471,526,06,00,04,15,linea_basal
1687187542,526,07,00,04,15,linea_basal
1687187665,526,08,00,04,15,linea_basal
1687187839,526,09,00,04,15,linea_basal
1687192178,526,10,00,04,15,linea_basal
1687193531,526,11,00,04,15,linea_basal
1687194200,526,12,00,04,15,linea_basal
1687194302,526,13,00,04,15,linea_basal
1687196133,526,14,00,04,15,linea_basal
1687197117,526,15,00,04,15,linea_basal
1687198532,526,16,00,04,15,linea_basal
1687198747,526,17,00,04,15,linea_basal
1687199255,526,18,00,04,15,linea_basal
1687199299,526,19,00,04,15,linea_basal
1687199374,526,20,00,04,15,linea_basal
1687199566,526,21,00,04,15,linea_basal
1687200152,526,22,00,04,15,linea_basal
1687201187,526,23,00,04,15,linea_basal
1687205305,526,24,00,04,15,linea_basal
1687205381,526,25,00,04,15,linea_basal
1687205525,526,26,00,04,15,linea_basal
1687206066,526,27,00,04,15,linea_basal
1687206820,526,28,00,04,15,linea_basal
1687208290,526,29,00,04,15,linea_basal
1687211737,526,30,00,04,15,linea_basal
1687212285,526,31,00,04,15,linea_basal
1687212355,526,32,00,04,15,linea_basal
1687212409,526,33,00,04,15,linea_basal
1687212532,526,34,00,04,15,linea_basal
1687212600,526,35,00,04,15,linea_basal
1687212795,526,36,00,04,15,linea_basal
1687212864,526,37,00,04,15,linea_basal
1687213647,526,38,00,04,15,linea_basal
1687214052,526,39,00,04,15,linea_basal
1687214443,526,40,00,04,15,linea_basal
1687215411,526,41,00,04,15,linea_basal
1687215589,526,42,00,04,15,linea_basal
1687216357,526,43,00,04,15,linea_basal
1687217047,526,44,00,04,15,linea_basal
1687217417,526,45,00,04,15,linea_basal
1687217904,526,46,00,04,15,linea_basal
1687217994,526,47,00,04,15,linea_basal
1687218484,526,48,00,04,15,linea_basal
1687254004,526,49,00,04,15,linea_basal
1687255681,526,50,00,04,15,linea_basal
1687257020,526,51,00,04,15,linea_basal
1687257041,526,52,00,04,15,linea_basal
1687257052,526,53,00,04,15,linea_basal
1687257250,526,54,00,04,15,linea_basal
1687257516,526,01,00,00,01,linea_basal
1687257820,526,01,00,04,01,linea_basal
1687257834,526,02,00,04,01,linea_basal
1687257857,526,01,00,00,01,linea_basal
1687258000,526,02,00,04,01,linea_basal
1687258025,526,03,00,04,01,linea_basal
1687258037,526,04,00,04,01,linea_basal
1687258045,526,05,00,04,01,linea_basal
1687258186,526,06,00,04,01,linea_basal
1687258501,526,07,00,04,01,linea_basal
1687264292,526,08,00,04,15,linea_basal
1687274677,526,01,00,04,15,linea_basal
1687274707,526,02,00,04,15,linea_basal
1687274787,526,03,00,04,15,linea_basal
1687274862,526,04,00,04,15,linea_basal
1687274909,526,05,00,04,15,linea_basal
1687274913,526,06,00,04,15,linea_basal
1687274970,526,07,00,04,15,linea_basal
1687275180,526,08,00,04,15,linea_basal
1687337468,526,01,00,04,01,linea_basal
1687338991,526,02,00,04,01,linea_basal
1687341031,526,03,00,04,01,linea_basal
1687343068,526,04,00,04,01,linea_basal
1687343575,526,05,00,04,01,linea_basal
1687343749,526,06,00,04,01,linea_basal
1687347217,526,07,00,04,01,linea_basal
1687350292,526,08,00,04,15,linea_basal
1687350837,526,09,00,04,15,linea_basal
1687351601,526,10,00,04,15,linea_basal
1687355313,526,11,00,04,15,linea_basal
1687358380,526,12,00,04,15,linea_basal
1687358391,526,13,00,04,15,linea_basal
1687358517,526,14,00,04,15,linea_basal
1687358819,526,15,00,04,15,linea_basal
1687359391,526,16,00,04,15,linea_basal
1687359432,526,17,00,04,15,linea_basal
1687359582,526,18,00,04,15,linea_basal
1687359584,526,19,00,04,15,linea_basal
1687359639,526,20,00,04,15,linea_basal
1687359934,526,21,00,04,15,linea_basal
1687360249,526,22,00,04,15,linea_basal
1687360508,526,23,00,04,15,linea_basal
1687360533,526,24,00,04,15,linea_basal
1687360738,526,25,00,04,15,linea_basal
1687360833,526,26,00,04,15,linea_basal
1687360887,526,27,00,04,15,linea_basal
1687361036,526,28,00,04,15,linea_basal
1687361094,526,29,00,04,15,linea_basal
1687361255,526,30,00,04,15,linea_basal
1687361682,526,31,00,04,15,linea_basal
1687361876,526,32,00,04,15,linea_basal
1687362079,526,33,00,04,15,linea_basal
1687362108,526,34,00,04,15,linea_basal
1687362133,526,35,00,04,15,linea_basal
1687362608,526,36,00,04,15,linea_basal
1687362998,526,37,00,04,15,linea_basal
1687363567,526,38,00,04,15,linea_basal
1687363758,526,39,00,04,15,linea_basal
1687363830,526,40,00,04,15,linea_basal
1687363982,526,41,00,04,15,linea_basal
1687364520,526,42,00,04,15,linea_basal
1687364554,526,43,00,04,15,linea_basal
1687365573,526,44,00,04,15,linea_basal
1687365585,526,45,00,04,15,linea_basal
1687365587,526,46,00,04,15,linea_basal
1687373998,526,47,00,04,15,linea_basal
1687374066,526,48,00,04,15,linea_basal
1687375440,526,49,00,04,15,linea_basal
1687375816,526,50,00,04,15,linea_basal
1687377488,526,51,00,04,15,linea_basal
1687377492,526,52,00,04,15,linea_basal
1687377496,526,53,00,04,15,linea_basal
1687377772,526,54,00,04,15,linea_basal
1687377815,526,55,00,04,15,linea_basal
1687377822,526,56,00,04,15,linea_basal
1687377824,526,57,00,04,15,linea_basal
1687377842,526,58,00,04,15,linea_basal
1687377866,526,59,00,04,15,linea_basal
1687377873,526,60,00,04,15,linea_basal
1687377881,526,61,00,04,15,linea_basal
1687377889,526,62,00,04,15,linea_basal
1687377907,526,63,00,04,15,linea_basal
1687377909,526,64,00,04,15,linea_basal
1687377910,526,65,00,04,15,linea_basal
1687377917,526,66,00,04,15,linea_basal
1687377939,526,67,00,04,15,linea_basal
1687378064,526,68,00,04,15,linea_basal
1687378084,526,69,00,04,15,linea_basal
1687378392,526,70,00,04,15,linea_basal
1687378411,526,71,00,04,15,linea_basal
1687378809,526,72,00,04,15,linea_basal
1687378963,526,73,00,04,15,linea_basal
1687378986,526,74,00,04,15,linea_basal
1687380188,526,75,00,04,15,linea_basal
1687380830,526,76,00,04,15,linea_basal
1687381435,526,77,00,04,15,linea_basal
1687381477,526,78,00,04,15,linea_basal
1687381507,526,79,00,04,15,linea_basal
1687381536,526,80,00,04,15,linea_basal
1687381596,526,81,00,03,15,linea_basal
1687382373,526,82,00,04,15,linea_basal
1687382878,526,83,00,03,15,linea_basal
1687383245,526,84,00,04,15,linea_basal
1687383543,526,85,00,03,15,linea_basal
1687384153,526,86,00,04,15,linea_basal
1687389305,526,87,00,03,15,linea_basal
1687389370,526,88,00,03,15,linea_basal
1687390603,526,89,00,03,15,linea_basal
1687390761,526,90,00,03,15,linea_basal
1687390790,526,91,00,03,15,linea_basal
1687391765,526,92,00,03,15,linea_basal
1687392239,526,93,00,03,15,linea_basal
1687392287,526,94,00,03,15,linea_basal
1687392787,526,95,00,03,15,linea_basal
1687393019,526,96,00,03,15,linea_basal
1687393921,526,97,00,03,15,linea_basal
1687394297,526,98,00,03,15,linea_basal
1687395057,526,99,00,03,15,linea_basal
1687395338,526,100,00,03,15,linea_basal
1687396037,526,101,00,03,15,linea_basal
1687396105,526,102,00,03,15,linea_basal
1687397025,526,103,00,03,15,linea_basal
1687397556,526,104,00,03,15,linea_basal
1687399052,526,105,00,03,15,linea_basal
1687399960,526,106,00,03,15,linea_basal
1687404628,526,107,00,03,15,linea_basal
1687408380,526,108,00,03,15,linea_basal
