time,animal,pellets,motorTurns,battery,delay,protocol
1696509529,567,01,00,03,15,baseline
1696509555,567,02,00,03,15,baseline
1696509594,567,03,00,03,15,baseline
1696509625,567,04,00,03,15,baseline
1696509661,567,05,00,04,15,baseline
1696509682,567,06,00,04,15,baseline
1696509706,567,07,00,04,15,baseline
1696509737,567,08,00,04,15,baseline
946684811,567,01,00,03,15,baseline
1697287935,567,01,00,00,01,baseline
1697289302,567,02,00,03,15,baseline
1697289848,567,03,00,03,15,baseline
1697290247,567,04,00,03,15,baseline
1697290327,567,05,00,03,15,baseline
1697290364,567,06,00,03,15,baseline
1697290398,567,07,00,03,15,baseline
1697290419,567,08,00,03,15,baseline
1697290549,567,09,00,03,15,baseline
1697290676,567,10,00,03,15,baseline
1697290878,567,11,00,03,15,baseline
1697291001,567,12,00,03,15,baseline
1697291285,567,13,00,03,15,baseline
1697291736,567,14,00,03,15,baseline
1697291949,567,15,00,03,15,baseline
1697292279,567,16,00,03,15,baseline
1697292420,567,17,00,03,15,baseline
1697292501,567,18,00,03,15,baseline
1697293190,567,19,00,03,15,baseline
1697293983,567,20,00,03,15,baseline
1697294047,567,21,00,03,15,baseline
1697294151,567,22,00,03,15,baseline
1697294199,567,23,00,03,15,baseline
1697294200,567,24,00,03,15,baseline
1697294237,567,25,00,03,15,baseline
1697295100,567,26,00,03,15,baseline
1697295164,567,27,00,03,15,baseline
1697295201,567,28,00,03,15,baseline
1697295242,567,29,00,03,15,baseline
1697295285,567,30,00,03,15,baseline
1697295326,567,31,00,03,15,baseline
1697295413,567,32,00,03,15,baseline
1697295645,567,33,00,03,15,baseline
1697295973,567,34,00,03,15,baseline
1697296183,567,35,00,03,15,baseline
1697296540,567,36,00,03,15,baseline
1697296833,567,37,00,03,15,baseline
1697296868,567,38,00,03,15,baseline
1697297404,567,39,00,03,15,baseline
1697298277,567,40,00,03,15,baseline
1697298318,567,41,00,03,15,baseline
1697298374,567,42,00,03,15,baseline
1697298403,567,43,00,03,15,baseline
1697298548,567,44,00,03,15,baseline
1697298605,567,45,00,03,15,baseline
1697298780,567,46,00,03,15,baseline
1697298890,567,47,00,03,15,baseline
1697298958,567,48,00,03,15,baseline
1697299019,567,49,00,03,15,baseline
1697299214,567,50,00,03,15,baseline
1697299279,567,51,00,03,15,baseline
1697299450,567,52,00,03,15,baseline
1697299532,567,53,00,03,15,baseline
1697299867,567,54,00,03,15,baseline
1697299931,567,55,00,03,15,baseline
1697300078,567,56,00,03,15,baseline
1697300113,567,57,00,03,15,baseline
