ID,experimental_phase,group,date,rnd,intake
417,Experimental,Uncertainty,2022-11-18,3,54
418,Experimental,Uncertainty,2022-11-18,3,54
419,Experimental,Uncertainty,2022-11-18,3,61
420,Experimental,No-Uncertainty,2022-11-18,3,53
421,Experimental,No-Uncertainty,2022-11-18,3,67
422,Experimental,No-Uncertainty,2022-11-18,3,69
413,Experimental,Uncertainty,2022-11-19,3,38
414,Experimental,No-Uncertainty,2022-11-19,3,76
415,Experimental,No-Uncertainty,2022-11-19,3,60
416,Experimental,Uncertainty,2022-11-19,3,40
417,Experimental,Uncertainty,2022-11-19,3,49
418,Experimental,Uncertainty,2022-11-19,3,53
419,Experimental,Uncertainty,2022-11-19,3,55
420,Experimental,No-Uncertainty,2022-11-19,3,54
421,Experimental,No-Uncertainty,2022-11-19,3,69
422,Experimental,No-Uncertainty,2022-11-19,3,66
413,Experimental,Uncertainty,2022-11-20,3,58
414,Experimental,No-Uncertainty,2022-11-20,3,69
415,Experimental,No-Uncertainty,2022-11-20,3,61
416,Experimental,Uncertainty,2022-11-20,3,40
417,Experimental,Uncertainty,2022-11-20,3,52
418,Experimental,Uncertainty,2022-11-20,3,51
419,Experimental,Uncertainty,2022-11-20,3,47
420,Experimental,No-Uncertainty,2022-11-20,3,48
421,Experimental,No-Uncertainty,2022-11-20,3,69
422,Experimental,No-Uncertainty,2022-11-20,3,55
413,Experimental,Uncertainty,2022-11-21,3,54
414,Experimental,No-Uncertainty,2022-11-21,3,59
415,Experimental,No-Uncertainty,2022-11-21,3,65
416,Experimental,Uncertainty,2022-11-21,3,49
417,Experimental,Uncertainty,2022-11-21,3,54
418,Experimental,Uncertainty,2022-11-21,3,55
419,Experimental,Uncertainty,2022-11-21,3,54
420,Experimental,No-Uncertainty,2022-11-21,3,64
421,Experimental,No-Uncertainty,2022-11-21,3,69
422,Experimental,No-Uncertainty,2022-11-21,3,65
414,Experimental,No-Uncertainty,2022-11-22,3,37
415,Experimental,No-Uncertainty,2022-11-22,3,70
416,Experimental,Uncertainty,2022-11-22,3,55
417,Experimental,Uncertainty,2022-11-22,3,54
418,Experimental,Uncertainty,2022-11-22,3,61
419,Experimental,Uncertainty,2022-11-22,3,58
420,Experimental,No-Uncertainty,2022-11-22,3,59
421,Experimental,No-Uncertainty,2022-11-22,3,69
422,Experimental,No-Uncertainty,2022-11-22,3,66
413,Experimental,Uncertainty,2022-11-23,3,57
414,Experimental,No-Uncertainty,2022-11-23,3,60
415,Experimental,No-Uncertainty,2022-11-23,3,64
416,Experimental,Uncertainty,2022-11-23,3,53
417,Experimental,Uncertainty,2022-11-23,3,62
418,Experimental,Uncertainty,2022-11-23,3,67
419,Experimental,Uncertainty,2022-11-23,3,55
420,Experimental,No-Uncertainty,2022-11-23,3,49
421,Experimental,No-Uncertainty,2022-11-23,3,70
422,Experimental,No-Uncertainty,2022-11-23,3,61
413,Experimental,Uncertainty,2022-11-24,3,34
414,Experimental,No-Uncertainty,2022-11-24,3,59
415,Experimental,No-Uncertainty,2022-11-24,3,64
416,Experimental,Uncertainty,2022-11-24,3,49
417,Experimental,Uncertainty,2022-11-24,3,65
418,Experimental,Uncertainty,2022-11-24,3,64
419,Experimental,Uncertainty,2022-11-24,3,34
420,Experimental,No-Uncertainty,2022-11-24,3,68
421,Experimental,No-Uncertainty,2022-11-24,3,72
422,Experimental,No-Uncertainty,2022-11-24,3,59
413,Experimental,Uncertainty,2022-11-25,3,53
414,Experimental,No-Uncertainty,2022-11-25,3,59
415,Experimental,No-Uncertainty,2022-11-25,3,62
416,Experimental,Uncertainty,2022-11-25,3,56
417,Experimental,Uncertainty,2022-11-25,3,50
418,Experimental,Uncertainty,2022-11-25,3,71
419,Experimental,Uncertainty,2022-11-25,3,54
420,Experimental,No-Uncertainty,2022-11-25,3,68
421,Experimental,No-Uncertainty,2022-11-25,3,66
422,Experimental,No-Uncertainty,2022-11-25,3,66
413,Experimental,Uncertainty,2022-11-26,3,47
414,Experimental,No-Uncertainty,2022-11-26,3,83
415,Experimental,No-Uncertainty,2022-11-26,3,60
416,Experimental,Uncertainty,2022-11-26,3,69
417,Experimental,Uncertainty,2022-11-26,3,60
418,Experimental,Uncertainty,2022-11-26,3,43
419,Experimental,Uncertainty,2022-11-26,3,42
420,Experimental,No-Uncertainty,2022-11-26,3,62
421,Experimental,No-Uncertainty,2022-11-26,3,58
422,Experimental,No-Uncertainty,2022-11-26,3,59
413,Experimental,Uncertainty,2022-11-27,3,85
414,Experimental,No-Uncertainty,2022-11-28,3,56
415,Experimental,No-Uncertainty,2022-11-28,3,105
416,Experimental,Uncertainty,2022-11-28,3,54
417,Experimental,Uncertainty,2022-11-28,3,54
418,Experimental,Uncertainty,2022-11-28,3,57
419,Experimental,Uncertainty,2022-11-28,3,64
420,Experimental,No-Uncertainty,2022-11-28,3,56
421,Experimental,No-Uncertainty,2022-11-28,3,70
422,Experimental,No-Uncertainty,2022-11-28,3,72
413,Experimental,Uncertainty,2022-11-29,3,41
414,Experimental,No-Uncertainty,2022-11-29,3,79
415,Experimental,No-Uncertainty,2022-11-29,3,63
416,Experimental,Uncertainty,2022-11-29,3,43
417,Experimental,Uncertainty,2022-11-29,3,52
418,Experimental,Uncertainty,2022-11-29,3,56
419,Experimental,Uncertainty,2022-11-29,3,58
420,Experimental,No-Uncertainty,2022-11-29,3,57
421,Experimental,No-Uncertainty,2022-11-29,3,68
422,Experimental,No-Uncertainty,2022-11-29,3,69
413,Experimental,Uncertainty,2022-11-30,3,61
414,Experimental,No-Uncertainty,2022-11-30,3,72
415,Experimental,No-Uncertainty,2022-11-30,3,64
416,Experimental,Uncertainty,2022-11-30,3,43
417,Experimental,Uncertainty,2022-11-30,3,55
418,Experimental,Uncertainty,2022-11-30,3,54
419,Experimental,Uncertainty,2022-11-30,3,50
420,Experimental,No-Uncertainty,2022-11-30,3,51
421,Experimental,No-Uncertainty,2022-11-30,3,68
422,Experimental,No-Uncertainty,2022-11-30,3,58
413,Experimental,Uncertainty,2022-12-01,3,53
414,Experimental,No-Uncertainty,2022-12-01,3,59
415,Experimental,No-Uncertainty,2022-12-01,3,64
416,Experimental,Uncertainty,2022-12-01,3,49
417,Experimental,Uncertainty,2022-12-01,3,54
418,Experimental,Uncertainty,2022-12-01,3,56
419,Experimental,Uncertainty,2022-12-01,3,54
420,Experimental,No-Uncertainty,2022-12-01,3,64
421,Experimental,No-Uncertainty,2022-12-01,3,68
422,Experimental,No-Uncertainty,2022-12-01,3,65
